V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V68 V69 V70 V71 V72 V73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 V88 V89 V90 V91 V92 V93 V94 V95 V96 V97 V98 V99 V100 V101
0.56469755609287 0.596809490900714 0.659444607103444 0.725502283744781 0.789743979914026 0.846002446938667 0.899857153597474 0.935521049600854 0.971184945604234 0.991175867022368 0.996974281391831 0.999503722084367 0.998938428874735 1 1 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
0.547692725439972 0.562799829594917 0.628411066200339 0.688964303670186 0.755844742960475 0.815927473113501 0.889921294271972 0.924330896864542 0.958740499457112 0.981606175069798 0.994454713493531 0.998299319727891 0.999425287356322 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
0.563644134241674 0.595434243176179 0.656184486373166 0.718945550301554 0.786448563067457 0.839066783922197 0.891833030852995 0.930976822444041 0.970120614035088 0.988052136133237 0.996069182389937 0.998856707317073 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
0.546500751583119 0.561147477859068 0.626114663302183 0.682520626325066 0.752787984271256 0.812981779957954 0.882739706761366 0.917283956688866 0.951828206616367 0.977723897560236 0.992248062015504 0.99795858850977 0.999130434782609 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
0.559917799538473 0.593276795749464 0.6530302676717 0.713653984206748 0.780998991295252 0.83695432497979 0.883771621431585 0.923866034499295 0.963960447567005 0.98387644263408 0.993901061667043 0.998708844415752 0.999503229011426 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
0.5428246744201 0.559090545512718 0.624315180617702 0.679690954969954 0.743107647345348 0.811153796348254 0.878002313397292 0.911893389493512 0.945784465589732 0.971808355243938 0.990196078431373 0.995767986059248 0.99964298464834 0.99963768115942 0.99981884057971 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
0.560532401479774 0.591847037294125 0.650884048992041 0.707462686567164 0.775578175286281 0.830411094601288 0.880283128020146 0.918794374827651 0.957305621635157 0.97988971780733 0.993655341792878 0.996666666666667 1 0.999365884590996 0.999682942295498 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
0.545126230399946 0.561034695134469 0.62062940978833 0.677705530839498 0.739838741656203 0.79914075460462 0.874759663196977 0.907643440685501 0.940527218174025 0.967397336293008 0.986943301734931 0.995383600791383 0.99780081683946 0.999731038192577 0.999865519096288 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
0.559661791277146 0.585458797038063 0.651223308526679 0.706863581536289 0.766108367066513 0.827209290977407 0.875523360138234 0.913733112099137 0.951942864060041 0.975474317445627 0.991884057971015 0.996832358674464 0.998654104979812 0.999515972894482 0.999757986447241 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
0.546222446311022 0.558580107105815 0.616864246505835 0.676928010261344 0.734633179114342 0.798729437502629 0.867250913559486 0.900305963319083 0.93336101307868 0.961920304637563 0.983595467613732 0.995603935524388 0.997553017944535 0.999348817017582 0.999674408508791 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
