rt,coherent_direction,coherence,age,gender,resp_confidence,rt_confidence,sat_CB,direction,coherence_level,trial,phase,sub,coh,cor,cj
1.16289999999572,0,0.2,20,V,56,812.490000011167,accuracy,right,0.2,8,training_3,7627,0.2,1,56
1.35779500001809,0,0.2,20,V,66,922.829999995884,accuracy,right,0.2,9,training_3,7627,0.2,0,66
0.711760000005597,180,0.2,20,V,75,752.405000006547,accuracy,left,0.2,10,training_3,7627,0.2,1,75
0.807805000018561,0,0.2,20,V,40,845.59499999159,accuracy,right,0.2,11,training_3,7627,0.2,1,40
1.05345000000671,180,0.2,20,V,61,686.67500000447,accuracy,left,0.2,12,training_3,7627,0.2,1,61
1.40012499998556,180,0.2,20,V,65,822.855000005802,accuracy,left,0.2,13,training_3,7627,0.2,0,65
0.664755000005243,180,0.2,20,V,75,785.600000002887,accuracy,left,0.2,14,training_3,7627,0.2,1,75
1.41217500000494,0,0.2,20,V,32,690.320000023348,accuracy,right,0.2,15,training_3,7627,0.2,0,32
0.805235000007087,0,0.2,20,V,0,2042.43999999017,accuracy,right,0.2,16,training_3,7627,0.2,0,0
1.03078999998979,0,0.2,20,V,90,857.519999990473,accuracy,right,0.2,17,training_3,7627,0.2,1,90
1.75095499999588,180,0.2,20,V,61,632.340000011027,accuracy,left,0.2,18,training_3,7627,0.2,0,61
0.802664999995613,180,0.2,20,V,31,662.739999999758,accuracy,left,0.2,19,training_3,7627,0.2,1,31
1.32838500000071,180,0.2,20,V,72,830.64000000013,accuracy,left,0.2,20,training_3,7627,0.2,1,72
0.893345000018599,0,0.2,20,V,45,918.81000000285,accuracy,right,0.2,21,training_3,7627,0.2,0,45
1.86780499998713,0,0.2,20,V,70,663.804999989225,accuracy,right,0.2,22,training_3,7627,0.2,0,70
1.10589500001515,180,0.2,20,V,88,616.190000000643,accuracy,left,0.2,23,training_3,7627,0.2,0,88
0.723900000011781,0,0.2,20,V,35,447.045000008075,accuracy,right,0.2,24,training_3,7627,0.2,0,35
0.581765000009909,180,0.2,20,V,68,1005.72499999544,accuracy,left,0.2,1,training_3,7627,0.2,1,68
0.545760000008158,0,0.2,20,V,67,789.489999995567,accuracy,right,0.2,2,training_3,7627,0.2,1,67
0.557365000015125,180,0.2,20,V,72,959.650000004331,accuracy,left,0.2,3,training_3,7627,0.2,0,72
0.534874999983003,0,0.2,20,V,77,775.304999988293,accuracy,right,0.2,4,training_3,7627,0.2,0,77
0.592115000006743,180,0.2,20,V,74,1334.74999997998,accuracy,left,0.2,5,training_3,7627,0.2,0,74
0.499920000002021,0,0.2,20,V,77,855.790000001434,accuracy,right,0.2,6,training_3,7627,0.2,0,77
0.73786000002292,0,0.2,20,V,81,680.999999982305,accuracy,right,0.2,7,training_3,7627,0.2,0,81
0.4664300000004,180,0.2,20,V,82,645.51499998197,accuracy,left,0.2,8,training_3,7627,0.2,1,82
0.538724999991246,0,0.2,20,V,78,690.389999974286,accuracy,right,0.2,9,training_3,7627,0.2,0,78
0.477395000023535,180,0.2,20,V,78,724.950000003446,accuracy,left,0.2,10,training_3,7627,0.2,1,78
0.790015000005951,0,0.2,20,V,65,767.959999997402,accuracy,right,0.2,11,training_3,7627,0.2,1,65
0.593540000001667,180,0.2,20,V,77,676.804999995511,accuracy,left,0.2,12,training_3,7627,0.2,1,77
0.754545000003418,180,0.2,20,V,71,836.825000005774,accuracy,left,0.2,13,training_3,7627,0.2,1,71
0.619949999992969,0,0.2,20,V,61,1289.53999999794,accuracy,right,0.2,14,training_3,7627,0.2,0,61
1.57679500000086,180,0.2,20,V,73,638.080000004265,accuracy,left,0.2,15,training_3,7627,0.2,1,73
0.804069999983767,0,0.2,20,V,64,583.370000007562,accuracy,right,0.2,16,training_3,7627,0.2,1,64
0.481374999973923,180,0.2,20,V,28,841.099999990547,accuracy,left,0.2,17,training_3,7627,0.2,1,28
1.15028500001063,0,0.2,20,V,58,765.05499999621,accuracy,right,0.2,18,training_3,7627,0.2,0,58
1.17110500001581,0,0.2,20,V,50,2551.61999998381,accuracy,right,0.2,19,training_3,7627,0.2,0,50
0.544779999996535,180,0.2,20,V,70,872.344999981578,accuracy,left,0.2,20,training_3,7627,0.2,1,70
0.706269999995129,0,0.2,20,V,66,899.67000001343,accuracy,right,0.2,21,training_3,7627,0.2,0,66
0.593055000004824,0,0.2,20,V,71,866.904999973485,accuracy,right,0.2,22,training_3,7627,0.2,0,71
0.97047499998007,180,0.2,20,V,64,611.730000004172,accuracy,left,0.2,23,training_3,7627,0.2,1,64
0.607404999987921,180,0.2,20,V,59,790.489999984857,accuracy,left,0.2,24,training_3,7627,0.2,0,59
0.589934999996331,180,0.2,20,V,63,2292.92000000714,accuracy,left,0.2,1,training_3,7627,0.2,0,63
0.661415000009583,180,0.2,20,V,71,1695.92500000726,accuracy,left,0.2,2,training_3,7627,0.2,0,71
0.777265000011539,180,0.2,20,V,63,692.38000002224,accuracy,left,0.2,3,training_3,7627,0.2,0,63
1.1805100000056,0,0.2,20,V,73,671.455000003334,accuracy,right,0.2,4,training_3,7627,0.2,1,73
0.760815000016009,180,0.2,20,V,61,495.060000015656,accuracy,left,0.2,5,training_3,7627,0.2,1,61
1.00619000001461,0,0.2,20,V,50,1491.91000001156,accuracy,right,0.2,6,training_3,7627,0.2,1,50
0.821785000007367,0,0.2,20,V,48,1376.22500001453,accuracy,right,0.2,7,training_3,7627,0.2,0,48
0.562814999982947,0,0.2,20,V,54,1058.40499998885,accuracy,right,0.2,8,training_3,7627,0.2,1,54
0.674654999980703,180,0.2,20,V,46,854.315000004135,accuracy,left,0.2,9,training_3,7627,0.2,1,46
0.676565000001574,0,0.2,20,V,50,738.020000018878,accuracy,right,0.2,10,training_3,7627,0.2,0,50
0.522249999979977,0,0.2,20,V,54,814.645000005839,accuracy,right,0.2,11,training_3,7627,0.2,0,54
