rt,coherent_direction,coherence,age,gender,resp_confidence,rt_confidence,condition,direction,coherence_level,trial,phase,sub,coh,cor,cj
1.47749499999918,180,0.2,22,M,5,0.52339500002563,accuracy,left,0.2,3,experimental,143,0.2,0,5
1.91315499995835,0,0.2,22,M,6,0.546570000005886,accuracy,right,0.2,4,experimental,143,0.2,1,6
1.20595000009052,180,0.2,22,M,6,0.440780000062659,accuracy,left,0.2,5,experimental,143,0.2,1,6
0.856039999984205,0,0.2,22,M,6,0.438889999873936,accuracy,right,0.2,6,experimental,143,0.2,1,6
0.785405000206083,0,0.2,22,M,6,0.210745000047609,accuracy,right,0.2,7,experimental,143,0.2,1,6
2.22288500005379,180,0.2,22,M,6,0.37737000011839,accuracy,left,0.2,8,experimental,143,0.2,1,6
0.814909999957308,180,0.2,22,M,6,0.376664999872446,accuracy,left,0.2,9,experimental,143,0.2,1,6
0.92284999997355,0,0.2,22,M,4,0.818105000071228,accuracy,right,0.2,10,experimental,143,0.2,0,4
1.76303000003099,0,0.2,22,M,6,0.113464999943972,accuracy,right,0.2,11,experimental,143,0.2,0,6
1.33755999989808,0,0.2,22,M,6,0.228289999999106,accuracy,right,0.2,12,experimental,143,0.2,1,6
1.39426500000991,0,0.2,22,M,6,0.669135000091046,accuracy,right,0.2,13,experimental,143,0.2,1,6
0.947644999949262,0,0.2,22,M,6,0.260079999919981,accuracy,right,0.2,14,experimental,143,0.2,1,6
0.724644999951124,0,0.2,22,M,6,0.224105000030249,accuracy,right,0.2,15,experimental,143,0.2,1,6
1.14008499984629,180,0.2,22,M,6,0.378454999998212,accuracy,left,0.2,16,experimental,143,0.2,0,6
0.797774999868125,0,0.2,22,M,6,0.262765000108629,accuracy,right,0.2,17,experimental,143,0.2,1,6
1.2179199999664,180,0.2,22,M,6,0.287040000082925,accuracy,left,0.2,18,experimental,143,0.2,0,6
1.21860000002198,0,0.2,22,M,6,0.544174999929965,accuracy,right,0.2,19,experimental,143,0.2,1,6
2.32542999996804,180,0.2,22,M,6,0.626999999862164,accuracy,left,0.2,20,experimental,143,0.2,0,6
0.717380000045523,180,0.2,22,M,6,0.208315000170842,accuracy,left,0.2,21,experimental,143,0.2,0,6
2.07996000000276,180,0.2,22,M,1,2.0290850000456,accuracy,left,0.2,22,experimental,143,0.2,0,1
2.4179249999579,180,0.2,22,M,6,0.608065000036731,accuracy,left,0.2,23,experimental,143,0.2,1,6
0.894879999803379,0,0.2,22,M,6,0.30940999998711,accuracy,right,0.2,24,experimental,143,0.2,1,6
3.15861999988556,180,0.2,22,M,6,0.412509999936447,accuracy,left,0.2,25,experimental,143,0.2,0,6
3.00044499989599,0,0.2,22,M,4,0.624695000005886,accuracy,right,0.2,26,experimental,143,0.2,0,4
0.829879999859259,0,0.2,22,M,6,0.290599999949336,accuracy,right,0.2,27,experimental,143,0.2,1,6
0.802350000012666,180,0.2,22,M,6,0.220680000027642,accuracy,left,0.2,28,experimental,143,0.2,0,6
1.61911000008695,180,0.2,22,M,6,0.171594999963418,accuracy,left,0.2,29,experimental,143,0.2,0,6
3.01561499992386,0,0.2,22,M,6,0.165719999931753,accuracy,right,0.2,30,experimental,143,0.2,0,6
1.25955000007525,180,0.2,22,M,6,0.364934999961406,accuracy,left,0.2,31,experimental,143,0.2,1,6
1.41894500004128,0,0.2,22,M,6,0.783189999870956,accuracy,right,0.2,32,experimental,143,0.2,0,6
1.40598000003956,0,0.2,22,M,6,0.272319999989122,accuracy,right,0.2,33,experimental,143,0.2,0,6
1.06217999989167,180,0.2,22,M,6,0.346254999982193,accuracy,left,0.2,34,experimental,143,0.2,0,6
1.49642500001937,0,0.2,22,M,6,0.379299999913201,accuracy,right,0.2,35,experimental,143,0.2,1,6
1.28904499998316,180,0.2,22,M,6,0.29537000018172,accuracy,left,0.2,36,experimental,143,0.2,1,6
1.56350499996915,180,0.2,22,M,6,0.277325000148267,accuracy,left,0.2,37,experimental,143,0.2,0,6
2.51420500013046,180,0.2,22,M,6,0.394265000009909,accuracy,left,0.2,38,experimental,143,0.2,1,6
1.21110500022769,180,0.2,22,M,6,0.32035499997437,accuracy,left,0.2,39,experimental,143,0.2,0,6
1.01742499996908,0,0.2,22,M,6,0.362895000027493,accuracy,right,0.2,40,experimental,143,0.2,1,6
0.734305000165477,180,0.2,22,M,6,0.277675000019372,accuracy,left,0.2,41,experimental,143,0.2,0,6
0.958635000046343,0,0.2,22,M,6,0.375900000100955,accuracy,right,0.2,42,experimental,143,0.2,1,6
1.14280500006862,180,0.2,22,M,6,0.354019999969751,accuracy,left,0.2,43,experimental,143,0.2,1,6
1.16700500017032,0,0.2,22,M,6,0.410924999974668,accuracy,right,0.2,44,experimental,143,0.2,1,6
0.73340000002645,0,0.2,22,M,6,0.393629999831319,accuracy,right,0.2,45,experimental,143,0.2,1,6
1.53191000013612,180,0.2,22,M,6,0.39352499996312,accuracy,left,0.2,46,experimental,143,0.2,0,6
1.61308500007726,0,0.2,22,M,6,0.315555000212044,accuracy,right,0.2,47,experimental,143,0.2,1,6
1.17153499997221,0,0.2,22,M,6,0.254105000058189,accuracy,right,0.2,48,experimental,143,0.2,0,6
0.916419999906793,0,0.2,22,M,6,0.224210000131279,accuracy,right,0.2,49,experimental,143,0.2,1,6
0.898994999937713,180,0.2,22,M,6,0.300775000127032,accuracy,left,0.2,50,experimental,143,0.2,1,6
2.67102999985218,180,0.2,22,M,4,1.0255650000181,accuracy,left,0.2,51,experimental,143,0.2,0,4
0.828334999969229,0,0.2,22,M,6,0.24096000008285,accuracy,right,0.2,52,experimental,143,0.2,1,6
0.959640000015497,180,0.2,22,M,6,0.3194450000301,accuracy,left,0.2,53,experimental,143,0.2,1,6
0.743024999974295,0,0.2,22,M,6,0.206565000116825,accuracy,right,0.2,54,experimental,143,0.2,1,6
0.611945000011474,0,0.2,22,M,6,0.190189999993891,accuracy,right,0.2,55,experimental,143,0.2,1,6
0.918860000092536,180,0.2,22,M,6,0.366969999857247,accuracy,left,0.2,56,experimental,143,0.2,1,6
0.659000000217929,180,0.2,22,M,6,0.209789999993518,accuracy,left,0.2,57,experimental,143,0.2,0,6
0.628280000062659,180,0.2,22,M,6,0.206595000112429,accuracy,left,0.2,58,experimental,143,0.2,0,6
0.807685000123456,0,0.2,22,M,6,0.364344999892637,accuracy,right,0.2,59,experimental,143,0.2,1,6
0.607709999894723,0,0.2,22,M,5,0.578639999963343,accuracy,right,0.2,60,experimental,143,0.2,1,5
0.842070000013337,0,0.2,22,M,6,5.00803499994799,speed,right,0.2,1,experimental,143,0.2,1,6
0.916429999982938,180,0.2,22,M,6,0.270465000066906,speed,left,0.2,2,experimental,143,0.2,0,6
0.539660000009462,0,0.2,22,M,6,0.194849999854341,speed,right,0.2,3,experimental,143,0.2,1,6
0.322734999936074,0,0.2,22,M,6,0.233299999963492,speed,right,0.2,4,experimental,143,0.2,0,6
